,text,labels
503,বিআইডব্লিউটিএ’র সাবেক কর্মকর্তা সালামের ৭ বছরের দণ্ড,0
504,উপজেলা নির্বাচনের পর দলীয় প্রার্থীর বিরোধিতাকারীদের শাস্তি,0
505,উপজেলা নির্বাচনের পর দলীয় প্রার্থীর বিরোধিতাকারীদের শাস্তি,2
506,"বোলিংয়ে বিবর্ণ সাকিব, গেইলের সেঞ্চুরি",1
507,"বোলিংয়ে বিবর্ণ সাকিব, গেইলের সেঞ্চুরি",0
508,মুমিনুল হকের ব্যাট থেকে এসেছে ১৩২ রান।,0
509,মুমিনুল হকের ব্যাট থেকে এসেছে ১৩২ রান।,5
510,"পুরোপুরি সুস্থ নেইমার, ঊরুর চোটে তিতে'",0
511,"পুরোপুরি সুস্থ নেইমার, ঊরুর চোটে তিতে'",1
512,কিশোরী গণধর্ষণ মামলায় যুবক রিমান্ডে,0
513,কিশোরী গণধর্ষণ মামলায় যুবক রিমান্ডে,5
514,বাংলাদেশের ব্যাটিং যেন বিভীষিকা,0
515,বাংলাদেশের ব্যাটিং যেন বিভীষিকা,4
516,"বিশ্বকাপ দলে মোসাদ্দেক, চমক আবু জায়েদ",4
517,"বিশ্বকাপ দলে মোসাদ্দেক, চমক আবু জায়েদ",0
518,জাজাই ঝড়ে রেকর্ড বইয়ে উলট-পালট,4
519,জাজাই ঝড়ে রেকর্ড বইয়ে উলট-পালট,0
520,জাতীয় সম্মেলন: মোবাইলফোনেও এসএমএস পাঠাবে আ. লীগ,4
521,জাতীয় সম্মেলন: মোবাইলফোনেও এসএমএস পাঠাবে আ. লীগ,0
522,জাম্পিংয়ে বাবার ৪০ বছর পর ছেলের সোনা,0
523,জাম্পিংয়ে বাবার ৪০ বছর পর ছেলের সোনা,4
524,"নিউ জিল্যান্ড ২৮০, গাপটিল অপরাজিত ১৮০",0
525,"নিউ জিল্যান্ড ২৮০, গাপটিল অপরাজিত ১৮০",4
526,"নবির টর্নেডো ইনিংস, রশিদের ইতিহাস",0
527,"নবির টর্নেডো ইনিংস, রশিদের ইতিহাস",4
528,আরও ৭৫ দেশে ‘মেসেঞ্জার কিডস’ আনলো ফেইসবুক,0
529,আরও ৭৫ দেশে ‘মেসেঞ্জার কিডস’ আনলো ফেইসবুক,4
530,শ্রীলঙ্কাকে গুঁড়িয়ে মেয়েদের ওয়ানডেতে অস্ট্রেলিয়ার রেকর্ড,0
531,শ্রীলঙ্কাকে গুঁড়িয়ে মেয়েদের ওয়ানডেতে অস্ট্রেলিয়ার রেকর্ড,4
532,ভারত টেস্টে উইকেট নিয়ে ভাবনা নেই মুমিনুলের,4
533,ভারত টেস্টে উইকেট নিয়ে ভাবনা নেই মুমিনুলের,0
534,রান্নায় খরচ হবে না অতিরিক্ত গ্যাস!,4
535,রান্নায় খরচ হবে না অতিরিক্ত গ্যাস!,0
536,"বোম্ব সে ফাটিয়েছিল ঠিকই, তবে তাতে মরে যাবার ইচ্ছা থাকলেও সে ইচ্ছা পূরণ হয় নি",2
537,"বোম্ব সে ফাটিয়েছিল ঠিকই, তবে তাতে মরে যাবার ইচ্ছা থাকলেও সে ইচ্ছা পূরণ হয় নি",0
538,"আইসিসি তাহলে কোনোরকমের চাপ তৈরি করছে না, করে না",0
539,"আইসিসি তাহলে কোনোরকমের চাপ তৈরি করছে না, করে না",2
540,ফাহাদ হত্যা: রিমান্ড শে ষে কারাগা রে সেতু,0
541,ফাহাদ হত্যা: রিমান্ড শে ষে কারাগা রে সেতু,3
542,মিষ্টির কারণে ডায়াবেটিস হয় না,5
543,মিষ্টির কারণে ডায়াবেটিস হয় না,0
544,আমার আল্লাহু কতোই না দয়ালু,0
545,আমার আল্লাহু কতোই না দয়ালু,4
546,‘চ্যাম্পিয়ন’ মিরাজে মুগ্ধ স্যামি,0
547,‘চ্যাম্পিয়ন’ মিরাজে মুগ্ধ স্যামি,4
548,এক শতকেই কুকের অনেক রেকর্ড!,4
549,এক শতকেই কুকের অনেক রেকর্ড!,0
550,প্রবৃদ্ধি হবে ৭.২ শতাংশ: বিশ্বব্যাংক,5
551,প্রবৃদ্ধি হবে ৭.২ শতাংশ: বিশ্বব্যাংক,0
552,মাত্র ১৫ মিনিটে পাস্তা,4
553,মাত্র ১৫ মিনিটে পাস্তা,0
554,করোনার ভুয়া রিপোর্ট: সাবরিনা-আরিফুলের বিচার শুরু,0
555,করোনার ভুয়া রিপোর্ট: সাবরিনা-আরিফুলের বিচার শুরু,2
556,ইউরোপে কোরআন অবমাননার নিন্দা জানালেন আল্লামা কাসেমী,5
557,ইউরোপে কোরআন অবমাননার নিন্দা জানালেন আল্লামা কাসেমী,0
558,একদিন স্বপ্নের দিন!,0
559,একদিন স্বপ্নের দিন!,4
560,চাঁদে ফিরছে নাসা,0
561,চাঁদে ফিরছে নাসা,4
562,আদালতে জবানবন্দি দিচ্ছেন প্রধান আসামি লিয়াকত,0
563,আদালতে জবানবন্দি দিচ্ছেন প্রধান আসামি লিয়াকত,5
564,"খুবই ভাল উদ্যোগ, তবে নেটওয়ার্ক এর মান বাড়ানোটা খুবই জরুরী!",0
565,"খুবই ভাল উদ্যোগ, তবে নেটওয়ার্ক এর মান বাড়ানোটা খুবই জরুরী!",4
566,সবাইকে অবাক করে দিয়ে মাইক্রোসফটের এই সফটওয়্যারটি এবারও শতভাগ নির্ভুল ‘গণনা’ উপহার দিল,0
567,সবাইকে অবাক করে দিয়ে মাইক্রোসফটের এই সফটওয়্যারটি এবারও শতভাগ নির্ভুল ‘গণনা’ উপহার দিল,4
568,অল্পের জন্য ড্রোন থেকে বেঁচেছিল প্লেন,0
569,অল্পের জন্য ড্রোন থেকে বেঁচেছিল প্লেন,3
570,বিশ্ব জুড়ে ম্যাপস অ্যাপে আপডেট আনলো গুগল,0
571,বিশ্ব জুড়ে ম্যাপস অ্যাপে আপডেট আনলো গুগল,5
572,এবার বাংলাদেশে পোকিমন গো,0
573,এবার বাংলাদেশে পোকিমন গো,4
574,৩৩ লাখ নতুন বই পাবে ফেনীর শিক্ষার্থীরা,0
575,৩৩ লাখ নতুন বই পাবে ফেনীর শিক্ষার্থীরা,4
576,প্রসন্ন ঝড় থামিয়ে খুলনার জয়,0
577,প্রসন্ন ঝড় থামিয়ে খুলনার জয়,4
578,অ্যাপলের শেয়ার মূল্য বেড়েছে ৪৩৩০০ শতাংশ,0
579,অ্যাপলের শেয়ার মূল্য বেড়েছে ৪৩৩০০ শতাংশ,4
580,"দারুণ শুরু নাদালের, অঘটনের শিকার ভেনাস",0
581,"দারুণ শুরু নাদালের, অঘটনের শিকার ভেনাস",1
582,নিউ জিল্যান্ডকে প্রথম হারের স্বাদ দিল পাকিস্তান,4
583,নিউ জিল্যান্ডকে প্রথম হারের স্বাদ দিল পাকিস্তান,0
584,মেদ কমাবে আধুনিক প্রযুক্তি!,4
585,মেদ কমাবে আধুনিক প্রযুক্তি!,0
586,কিশোরগঞ্জে ভাবিকে হত্যার দায়ে দেবরের মৃত্যুদণ্ড,0
587,কিশোরগঞ্জে ভাবিকে হত্যার দায়ে দেবরের মৃত্যুদণ্ড,2
588,চ্যাম্পিয়ন্স লিগ খরা কাটাতে চান মেসি,0
589,চ্যাম্পিয়ন্স লিগ খরা কাটাতে চান মেসি,1
590,প্রত্যাশার চেয়েও বেশি মুনাফা লেনোভোর,0
591,প্রত্যাশার চেয়েও বেশি মুনাফা লেনোভোর,4
592,নতুন স্মার্টফোন আনছেন অ্যান্ড্রয়েড জনক,0
593,নতুন স্মার্টফোন আনছেন অ্যান্ড্রয়েড জনক,4
594,রেকর্ড লাভের দিকে স্যামসাং,0
595,রেকর্ড লাভের দিকে স্যামসাং,4
596,এবার স্বচালিত গাড়িতে স্যামসাং,0
597,এবার স্বচালিত গাড়িতে স্যামসাং,4
598,কিশোরগঞ্জে কিশোরীকে ধর্ষণ-হত্যার দায়ে ভগ্নিপতির মৃত্যুদণ্ড,0
599,কিশোরগঞ্জে কিশোরীকে ধর্ষণ-হত্যার দায়ে ভগ্নিপতির মৃত্যুদণ্ড,1
600,এবার নিউ ইয়র্কে অ্যামাজনের বইয়ের দোকান,0
601,এবার নিউ ইয়র্কে অ্যামাজনের বইয়ের দোকান,4
602,ত্বক উজ্জ্বল করে কফির প্যাক,0
603,ত্বক উজ্জ্বল করে কফির প্যাক,4
604,ভারতে হতাশার দিনে প্রাপ্তি কেবল মাহিদুলের ব্যাটিং,0
605,ভারতে হতাশার দিনে প্রাপ্তি কেবল মাহিদুলের ব্যাটিং,1
606,ভাই আমানিয়া হলো ডাকাত ওখানে যান নাই ভালো করছেন,0
607,ভাই আমানিয়া হলো ডাকাত ওখানে যান নাই ভালো করছেন,3
608,হাত হারিয়ে পা দিয়েই পিইসি পরীক্ষা দিচ্ছে মুক্তামনি,0
609,হাত হারিয়ে পা দিয়েই পিইসি পরীক্ষা দিচ্ছে মুক্তামনি,1
610,ভূমধ্যসাগরে নৌকাডুবি: ২ আসামির জামিন আবেদন খারিজ,0
611,ভূমধ্যসাগরে নৌকাডুবি: ২ আসামির জামিন আবেদন খারিজ,1
612,"দক্ষিণখানে খণ্ডিত মরদেহ উদ্ধার, মূলহোতা রূপম রিমান্ডে",0
613,"দক্ষিণখানে খণ্ডিত মরদেহ উদ্ধার, মূলহোতা রূপম রিমান্ডে",1
614,মার্কেটে টপকে গেলেও মানের দিক থেকে হুয়াওয়ে অ্যাপল থেকে যোজন যোজন পিছিয়ে।,1
615,মার্কেটে টপকে গেলেও মানের দিক থেকে হুয়াওয়ে অ্যাপল থেকে যোজন যোজন পিছিয়ে।,0
616,আল আমিনের আগুনে বোলিংয়ে পুড়ল বিকেএসপি,0
617,আল আমিনের আগুনে বোলিংয়ে পুড়ল বিকেএসপি,1
618,"মার্কনির অসৎ, কিন্তু তার নাতি পারসেশচে মার্কনির সততার প্রসংশা করতে হয়।",0
619,"মার্কনির অসৎ, কিন্তু তার নাতি পারসেশচে মার্কনির সততার প্রসংশা করতে হয়।",2
620,দেড় ট্রিলিয়ন ডলারে প্রথম মার্কিন প্রতিষ্ঠান অ্যাপল,0
621,দেড় ট্রিলিয়ন ডলারে প্রথম মার্কিন প্রতিষ্ঠান অ্যাপল,4
622,আয়ারল্যান্ডকে উড়িয়ে সুপার সিক্স শুরু জিম্বাবুয়ের,0
623,আয়ারল্যান্ডকে উড়িয়ে সুপার সিক্স শুরু জিম্বাবুয়ের,4
624,লন্ডন এয়ারপোর্টে অ্যান্টি ড্রোন ব্যবস্থা,0
625,লন্ডন এয়ারপোর্টে অ্যান্টি ড্রোন ব্যবস্থা,4
626,৭ গোলের রোমাঞ্চে বসুন্ধরাকে হারাল চট্টগ্রাম আবাহনী,0
627,৭ গোলের রোমাঞ্চে বসুন্ধরাকে হারাল চট্টগ্রাম আবাহনী,4
628,"ভাই আপনাকে স্যালুট, আপনার মতো মানুষ বাংলায় দরকার, কিন্তু আপসোস আপনাদের পাচ্ছি না",0
629,"ভাই আপনাকে স্যালুট, আপনার মতো মানুষ বাংলায় দরকার, কিন্তু আপসোস আপনাদের পাচ্ছি না",1
630,আপনার মতো সাহসী সাংবাদিক দেশে দরকার এদেশের সাংবাদিকরা হিজলা তারা কথা বলতে পারে না,0
631,আপনার মতো সাহসী সাংবাদিক দেশে দরকার এদেশের সাংবাদিকরা হিজলা তারা কথা বলতে পারে না,2
632,গালি দিছেন ভাল করছেন ভাই,0
633,গালি দিছেন ভাল করছেন ভাই,2
634,স্যার বাংলাদেশ তো সবই সম্ভব,0
635,স্যার বাংলাদেশ তো সবই সম্ভব,2
636,"সত্যি ভাই, চোখে পানি ধরে রাখতে পারলাম না",0
637,"সত্যি ভাই, চোখে পানি ধরে রাখতে পারলাম না",1
638,"বাড়ি হারাচ্ছেন মওদুদ, তবে দুদকের মামলা বাতিল",0
639,"বাড়ি হারাচ্ছেন মওদুদ, তবে দুদকের মামলা বাতিল",1
640,আমাদের সময়ের সবচেয়ে বড় আবিষ্কারগুলোর মধ্যে একটা এটা!,4
641,আমাদের সময়ের সবচেয়ে বড় আবিষ্কারগুলোর মধ্যে একটা এটা!,0
642,ভারতীয় দালাল নিপাত যাক বাংলাদেশ মুক্তি পাক,0
643,ভারতীয় দালাল নিপাত যাক বাংলাদেশ মুক্তি পাক,2
644,নিউটনের সাথে আপেল গাছ ভালোই কম্বিনেশন।,0
645,নিউটনের সাথে আপেল গাছ ভালোই কম্বিনেশন।,5
646,ভাই অনেক ভাল একটা ভয়ানক ভিডিও বানাইছেন.বাংলাদেশে এখন বেশির ভাগ সাংবাদিকই সরকারের চামচামি করে,0
647,ভাই অনেক ভাল একটা ভয়ানক ভিডিও বানাইছেন.বাংলাদেশে এখন বেশির ভাগ সাংবাদিকই সরকারের চামচামি করে,2
648,"নস্টালজিক হয়ে গেলাম, কত সহজ সরল সুন্দর দিন পার করে এসেছি!",0
649,"নস্টালজিক হয়ে গেলাম, কত সহজ সরল সুন্দর দিন পার করে এসেছি!",4
650,মাসেল টা কী ভাই,0
651,মাসেল টা কী ভাই,4
652,সবার শেষে কোমেন্ট করলাম তুমি কি ভাই আমাকে মেনে নিবা,0
653,সবার শেষে কোমেন্ট করলাম তুমি কি ভাই আমাকে মেনে নিবা,3
654,"সুন্নি গুলো খুব কট্টর এবং জঙ্গি হয়, কিন্তু শিয়ারা খুব ভালো হয়",0
655,"সুন্নি গুলো খুব কট্টর এবং জঙ্গি হয়, কিন্তু শিয়ারা খুব ভালো হয়",2
656,পায়ে ব্যাথা থেকে বাঁচার উপায়,0
657,পায়ে ব্যাথা থেকে বাঁচার উপায়,1
658,বর্তমানে পেশাগত ভাবে দেউলিয়া সাংবাদিকদের বগবগানির সবচেয়ে বড় মাধ্যম হলো ইউটিউব।,0
659,বর্তমানে পেশাগত ভাবে দেউলিয়া সাংবাদিকদের বগবগানির সবচেয়ে বড় মাধ্যম হলো ইউটিউব।,2
660,আল্লাহ আমি ছোট বেলায় ইদুরের কাছে দাত চেয়েছি আল্লাহ তুমি মাফ করো।,0
661,আল্লাহ আমি ছোট বেলায় ইদুরের কাছে দাত চেয়েছি আল্লাহ তুমি মাফ করো।,1
662,ভাই সবই ঠিক আছে কিন্তু হুজুরের পোষাক নিয়ে নাছানাছি.এটা.ঠিক না.,0
663,ভাই সবই ঠিক আছে কিন্তু হুজুরের পোষাক নিয়ে নাছানাছি.এটা.ঠিক না.,2
664,ভাই সবই ঠিক আছে কিন্তু হুজুরের পোষাক নিয়ে নাছানাছি.এটা.ঠিক না.,1
665,আপনার চুল গুলো সুন্নত তরিকায় হলে ভালো হতো,0
666,আপনার চুল গুলো সুন্নত তরিকায় হলে ভালো হতো,1
667,হায় রে জীবন মানুষ চলে গেলো কিন্তু সৃতি হয়ে রয়ে গেলে এই পৃথিবীর মাঝে,0
668,হায় রে জীবন মানুষ চলে গেলো কিন্তু সৃতি হয়ে রয়ে গেলে এই পৃথিবীর মাঝে,1
669,"আপনি প্রথমে চমকান, পরে হাসান।",0
670,"আপনি প্রথমে চমকান, পরে হাসান।",4
671,আল্লাহ্ এই বোনটাকে নেক হায়াত দান করুন আর শোক সাইবার তাওফিক দিন .আমিন!,0
672,আল্লাহ্ এই বোনটাকে নেক হায়াত দান করুন আর শোক সাইবার তাওফিক দিন .আমিন!,1
673,ফুড ডেলিভারিতে বীমা সুবিধা!,4
674,ফুড ডেলিভারিতে বীমা সুবিধা!,0
675,"সুন্নি গুলো খুব কট্টর এবং জঙ্গি হয়, কিন্তু শিয়ারা খুব ভালো হয়",2
676,"সুন্নি গুলো খুব কট্টর এবং জঙ্গি হয়, কিন্তু শিয়ারা খুব ভালো হয়",0
677,"বয়ঃসন্ধিতে ব্রণের সমস্যা যেমন প্রকোট, একটা সময় সেটার পরিমাণ কমেও আসে।",0
678,"বয়ঃসন্ধিতে ব্রণের সমস্যা যেমন প্রকোট, একটা সময় সেটার পরিমাণ কমেও আসে।",3
679,আমাদের ধর্ম ব্যপারটাকে অনেক সহজ করে দিয়েছে।,0
680,আমাদের ধর্ম ব্যপারটাকে অনেক সহজ করে দিয়েছে।,5
681,সাকিবের লেগেছিল ৩৬ টেস্ট!,0
682,সাকিবের লেগেছিল ৩৬ টেস্ট!,4
683,ভিডিওটা ভালো হয়েছে কিন্তু শুরুর দিকে একটু কিরকম জানি হইছে,0
684,ভিডিওটা ভালো হয়েছে কিন্তু শুরুর দিকে একটু কিরকম জানি হইছে,1
685,কাকে ছেড়ে কার নাম বলবে ধরতে পারে না ।,0
686,কাকে ছেড়ে কার নাম বলবে ধরতে পারে না ।,1
687,"মাথায় এত কিছু ক্যাম্নে আসে, তদন্ত করতে চাই ।",0
688,"মাথায় এত কিছু ক্যাম্নে আসে, তদন্ত করতে চাই ।",4
689,"আমি হাসতে হাসতে শেষ, ভাই এটা কি ছিল🤣",0
690,"আমি হাসতে হাসতে শেষ, ভাই এটা কি ছিল🤣",4
691,আল্লাহ যেন এরদোয়ান কে সকল বিপদ আপদ থেকে হেফাজত করেন আমীন।,0
692,আল্লাহ যেন এরদোয়ান কে সকল বিপদ আপদ থেকে হেফাজত করেন আমীন।,1
693,রুনির রেকর্ড ছোঁয়া ম্যাচে ইউনাইটেডের বড় জয়,0
694,রুনির রেকর্ড ছোঁয়া ম্যাচে ইউনাইটেডের বড় জয়,4
695,নতুন রূপে নোকিয়া ৩৩১০,4
696,নতুন রূপে নোকিয়া ৩৩১০,0
697,এটাই প্রথমবার হামজার নামের পাশে কোন বিশ্ব রেকর্ডের তকমা লাগলো।,0
698,এটাই প্রথমবার হামজার নামের পাশে কোন বিশ্ব রেকর্ডের তকমা লাগলো।,4
699,একেই বোধহয় বলে রাজকপাল!,0
700,একেই বোধহয় বলে রাজকপাল!,4
701,অনেকগুলো গিনেস রেকর্ড স্থাপন করেছেন হর প্রকাশ ঋষি।,0
702,অনেকগুলো গিনেস রেকর্ড স্থাপন করেছেন হর প্রকাশ ঋষি।,4
703,গত ২১ আগস্ট যুক্তরাষ্ট্রের মাটিতে দেখা গেল পূর্ণগ্রাস সূর্যগ্রহণ।,0
704,গত ২১ আগস্ট যুক্তরাষ্ট্রের মাটিতে দেখা গেল পূর্ণগ্রাস সূর্যগ্রহণ।,4
705,মাটি খুঁড়লেই উঠে আসছে হিরের টুকরো।,0
706,মাটি খুঁড়লেই উঠে আসছে হিরের টুকরো।,4
707,ইলিয়াস ভাই আমি আপনার সাথে থাকতে পারবো কি না আমি জানি না কিন্তু সাপোর্ট করি।,0
708,ইলিয়াস ভাই আমি আপনার সাথে থাকতে পারবো কি না আমি জানি না কিন্তু সাপোর্ট করি।,3
709,শালমান অকালে চলে গেলেন আইলাভ শালমান।,0
710,শালমান অকালে চলে গেলেন আইলাভ শালমান।,1
711,আপু আমি রান্না করলে ভালো হয় কিন্তু তেমন কোন সুগন্ধ হয় না কি করবো,0
712,আপু আমি রান্না করলে ভালো হয় কিন্তু তেমন কোন সুগন্ধ হয় না কি করবো,3
713,আমার সবথেকে বেশি হয়েছে সর্দি জ্বর হয়েছে এবং আল্লাহর রহমতে আমি সুস্থ হয়ে গিয়েছি.,0
714,আমার সবথেকে বেশি হয়েছে সর্দি জ্বর হয়েছে এবং আল্লাহর রহমতে আমি সুস্থ হয়ে গিয়েছি.,1
715,দুর্নীতি বন্ধ হতে পারে একমাত্র নৈতিক শিক্ষা প্রয়োগের মাধ্যমেই ।,0
716,রিপন দাদার বিদিওডা বাল লাগছিলো !,0
717,ট্রিট দিতে কিপটামি করবানা 😁,0
718,এর জন্য ডোয়েন দেড় লক্ষ টাকা পেয়েছিলেন লাইযের কাছ থেকে।,0
719,লতিফ সিদ্দিকীর জামিন বহাল,0
720,"ধন্যবাদ, পৃথিবীতে প্রথম কোন দেশ টাকার নোটের প্রচার করেছিল সে নিয়ে একটি ভিডিও দেন।",0
721,বাংলাদেশ ভালোস্থানে পৌঁছাবে,0
722,এ ক্ষেত্রে লেনদেন প্রক্রিয়া সম্পন্ন করতে প্রয়োজন হয় না কোনো কেন্দ্রীয় অনুমোদনের।,0
723,"একটু খানি সুযোগ করে দেয়া হলে ছোট ছোট ছেলেমেয়েরা আমাদের তাক লাগিয়ে দেয়, তাই তাদের নিয়ে মাঝে মাঝে দুশ্চন্তা হয়তো করি কিন্তু হতাশ কখনো হইনি ।",0
724,আমারও মচতকার লাগছে,0
725,তাহসান ভাইয়া দেরিতে হইলেও দাড়ির মর্ম বুঝছেন,0
726,কাজ গুলো এতো সুন্দর হয় আপনাদের,0
727,"আলহামদুলিল্লাহ, গরিব মানুষের মুখে হাসি ফোটেছে।",0
728,শরীরের রোগ প্রতিরোধ ক্ষমতাবলে ১৮-২৪ মাসের মধ্যে জরায়ু প্রায় সব এইচপি ভাইরাস থেকে মুক্ত হয়ে যায়,0
729,"জ্যামিতিক বিষয় এ একটা পর্ব করার জন্য অনুরোধ করছি ,জনাব",0
730,আল্লাহ্ তাদের হেফাজত করুন,0
731,আসাধারন একটা গান সুনলে মন ভরে যায়,0
732,"আপনার কথাগুলু খুব ভাল লেগেছে, আমেরিকায় আসতে পারবনা, তবে আপনাকে দেখেই মনেহয় আমেরিকা ঘুরিফিরি",0
733,খুবিতে গবেষণা পদ্ধতি বিষয়ক প্রশিক্ষণ সম্পন্ন,0
734,নতুন উচ্চতায় মিরাজ,0
735,গ্রিজমানকে মেসি-রোনালদোর পাশে দেখছেন সিমেওনে,0
736,আলহামদুলিল্লাহ সকলের দোয়ায় আমিও একটি চারা রোপন করেছি বাকিটা আল্লাহর ইচ্ছে,0
737,খুব লাগলো স্যার খুব সুন্দর ভাবে উপস্থাপন করলেন দোয়া আর ভালোবাসা রইলো আপনার জন্য।,0
738,ডিম মাখন বা ঘি দিয়ে খেতে পারবেন।,0
739,আপনাকে দেখলে শেখার আগ্রহ অনেক গুন হয়ে যায়,0
740,আপনাকে অশেষ ধন্যবাদ মূল্যবান পরামর্শের জন্য।,0
741,"ধন্যবাদ, মালিহা মেহনাজ শায়েরী",0
742,"আমি সব সময়ই আশা করে থাকি যে একটি সময় আসবে, যখন ভোট নিয়ে আমাদের আগ্রহ ও কৌতূহল থাকবে; কিন্তু কোনো শঙ্কা থাকবে না ।",0
743,নিজেদের সম্বন্ধে ভালো ভালো কথা পড়তে ভালোই লাগে।,0
744,‘ভাগ্য ভালো মেসি আমার দলে’,0
745,জাফরানি ক্ষিরের পাটিসাপটা,0
746,এভাবেই তাইপেই-এর বছর ২৩-র যুবতী ক্যারিনা লিনন পরিচিত।,0
747,৪ বছর পর ইংল্যান্ড ওয়ানডে দলে টপলি,0
748,ইভ্যালি কে অনেক অনেক ধন্যবাদ 💕💕💕💕❤❤😍  ৪৮ টাকায় ২৪০০ টাকার মোবাইল.,0
749,সর্বকালের সর্বশ্রেষ্ঠ সেরা নায়ক সালমান শাহ,0
750,শুভ জন্মদিন বস❤,0
751,একই দামে ফাইনালের টিকেট,0
752,জসিম ভাই ভালো থাকবেন সবসময়।,0
753,যেকোন ধরনের খাবার রান্নাতেই টমেটো মানিয়ে যায়।,0
754,৫ উইকেটে ২০৩ রানের বিশাল স্কোরের পর ওয়েস্ট ইন্ডিজকে ৬০ রানে গুটিয়ে দেয় পাকিস্তান।,0
755,পেলাম হাতে সখের বেগটা সাথে আছে ট্রিমার।,0
756,আপনার বাড়িতে পোকামাকড়ের উপদ্রব কমাতে খরচ কমিয়ে দিয়ে বিকল্প হতে পারে লেবুর খোসার ব্যবহার।,0
757,হিগুয়াইন আত্মবিশ্বাস ফিরে পেয়েছে',0
758,ফগ না পাইলেও রেফ্রিজারেটর পেয়ে গেছি ধন্যবাদ রাসেল ভাইকে ধন্যবাদ ইভালির সকল সদস্যকে।,0
759,জয়ে ফিরল রিয়াল,0
760,উচ্চ ক্ষমতা সম্পূর্ণ তদন্ত কমিটি গঠন করে প্রতিষ্ঠানটিতে পড়ালেখার সুষ্ঠু পরিবেশ ফিরিয়ে আনতে এত াামি দুষি হলে তাহাও আমি মেনে নিব ।,0
761,পর্বতারোহী রত্নাকে গাড়িচাপা দেওয়া চালক রিমান্ডে,0
762,মেয়েদের অনুশীলন ক্যাম্পে ৪২ ক্রিকেটার,0
763,পরকীয়ার জেরে হত্যা: স্ত্রীর ৩ বছর-সৎ ভাইয়ের যাবজ্জীবন,0
764,আমি আপনার খুবই একজন পেন,0
765,তবে ডায়াগনস্টিক সেন্টারের রিপোর্টটি নিয়ে তদন্ত হবে বলে জানিয়েছেন বর্ধমানের জেলাশাসক।,0
766,এই এস সি পরীক্ষার্থীদের অটো গ্রেড দিয়ে দেওয়া হোক,0
767,মানব জাতির উৎপত্তি নিয়ে ভিডিও দেন,0
768,আল্লাহ তৌফিক দেন আমিন।,0
769,কয়েকদিন আগে মিস এশিয়া বডিবিল্ডিং প্রতিযোগিতায় তিনি জিতেছেন ব্রোঞ্জ পদক।,0
770,কৃষক লীগের সভাপতি নির্বাচিত হয়েছেন সমীর চন্দ্র চন্দ।,0
771,নাটকীয় শেষ ওভারে দোলেশ্বরের নায়ক রেজা,0
772,ভাই আমাদের বগুড়ার দই সারা বাংলাদেশের ভিতর এক নম্বর আপনাকে ধন্যবাদ আমাদের বগুড়া আসার জন্য,0
773,ধন্যবাদ এভ্যালিকে একটু দেরি হলেও ফ্রিতে পেলাম।,0
774,"সেই সিদ্ধান্ত অনুযায়ী, ১৯৬৫ সালের ১ জুলাই কলেজটি যাত্রা শুরু করে।",0
775,আল্লাহ আপনার মঙ্গল করুক ভালো উদ্যোগ এভাবে মানুষের সেবা পৌঁছে দেন আল্লাহ রহমত সব সময়,0
776,এরকম নারীর ভালবাসার প্রতি জানাই স্যালুট,0
777,পারমের মুরগীর ডিম হবে,0
778,বর্তমানে তারা ইইজি (ইলেক্ট্রোএন্সিফ্যালোগ্রাফি) ক্যাপের সাহায্যে ব্রেইন সিগন্যাল সংগ্রহ করে সেগুলোর অনুবাদের মাধ্যমে কম্পিউটার পরিচালনা নিয়ে চালাচ্ছে,0
779,সাংবাদিকদের জন্য যদি আন্তর্জাতিক কোন পুরস্কার থেকে থাকে সেটা আপনি ডিজার্ব করেন,0
780,সুতরাং নাস্তিকের সংখ্যা এখনো অনেক কম আছে. আশা করি তারাও সুধরে যাবেন.,0
781,খুব সুন্দর আওয়াজ এবং খুব সুন্দর বিশ্লেষন,0
782,পাবনা-৪ আসনে আ লীগের মনোনয়ন পেলেন নুরুজ্জামান বিশ্বাস,0
783,"যোগ্য ছেলে হও বাবা,বাবার স্বপ্ন পূরণ করো.",0
784,অত্যান্ত সুন্দর লিখেছেন মারুফ মল্লিক স্যার ধন্যবাদ,0
785,শাবানা ম্যামের পর যদি আর কাউকে ভালো লাগে সে শাবনাজ,0
786,হাজারো সালাম আপনাদের জন্য,0
787,স্যার আপনি যে-ই ভাবে বুঝিয়েছেন সচারাচর ডাঃ রা এই ভাবে বুঝিয়ে দেয় না।,0
788,অতএব বতর্মান পরিস্থিতি বিবেচনায় শিক্ষা প্রতিষ্ঠান খোলার উপযুক্ত কারণ বা পরিবেশ কোনোটাই নাই তাই বন্ধ রাখার সিদ্ধান্ত একেবারেই যুক্তিপূর্ণ ।,0
789,নাদালকে হারিয়ে চ্যাম্পিয়ন ফেদেরার,0
790,মহাকাশ জীববিজ্ঞানীদের অনেক প্রজেক্ট আছে এই প্রানীদের উপর গবেষণাতে ।,0
791,দোয়া ও শুভ কামনা রইল দুই জনের জন্য!,0
792,বেতন বাড়াইয়া দিলেই সব ঠিক হইয়া যাইবো.,0
793,এটা কি শুধুই গান নাকি অন্য কিছু জীবনের একটা অংশ।,0
794,আমার প্রতিবেশী হিসেবে তার জন্য অনেক অনেক শুভকামনা রইল,0
795,শিশুর ঘরের খোলা জায়গার তাই একটি ভালো সমাধান হতে পারে বাঙ্কা বেড বা দোতলা খাট।,0
